Customer_ID,Customer_Name,Gender,Age,City,Region,Product,Quantity,Unit_Price,Sales_Amount,Discount_Percent,Purchase_Date
CUST1064,Lisa Davis,Other,60,Lake Lance,North,Camera,6,1265.15,7590.9,36.0,2026-01-25
CUST1065,Alexander Sanchez,Female,50,Carrland,West,Camera,5,1350.44,6752.2,11.83,2025-04-27
CUST1066,Mark Lee,Female,26,Snyderbury,South,Smartwatch,4,869.87,3479.48,22.76,2024-08-31
CUST1067,Abigail Potter,Female,43,Port Ronaldburgh,East,Mobile,9,1675.76,15081.84,17.2,2026-01-23
CUST1068,Kelly Williams,Female,55,Port David,West,Headphones,10,1326.68,13266.8,27.03,2024-08-20
CUST1069,Mary Travis,Other,50,Stephaniemouth,South,Camera,8,1597.78,12782.24,3.39,2025-08-27
CUST1070,Stephanie Simmons,Male,50,Merrittfort,East,Mobile,10,703.62,7036.2,32.26,2025-04-23
CUST1071,David Walsh,Female,27,Simsview,North,Headphones,1,140.12,140.12,16.58,2025-04-15
CUST1072,Dustin Nelson,Other,58,Patricialand,West,Headphones,10,429.15,4291.5,15.99,2024-08-24
CUST1073,James Hernandez,Male,27,North Robert,West,Mobile,1,1790.69,1790.69,7.04,2025-01-21
CUST1074,Jennifer Clark,Other,62,Priceshire,South,Laptop,9,955.87,8602.83,18.26,2025-10-31
CUST1075,Spencer Johnston,Other,69,Smithstad,East,Headphones,8,1351.78,10814.24,24.51,2024-12-26
CUST1076,Sarah Ashley,Other,64,Medinaside,West,Mobile,9,882.14,7939.26,29.75,2026-01-20
CUST1077,Connie Robinson,Male,48,Tuckerfurt,East,Smartwatch,8,555.42,4443.36,19.38,2025-01-25
CUST1078,Rebecca Ramsey,Other,33,Calhounside,East,Mobile,5,907.75,4538.75,10.87,2024-05-29
CUST1079,Leslie Alvarado,Male,38,Lake Roymouth,South,Headphones,9,207.13,1864.17,27.76,2024-09-27
CUST1080,James Lewis,Female,63,Matthewfurt,East,Smartwatch,4,175.25,701.0,18.64,2024-12-11
CUST1081,Sandra King,Female,21,South Andrewside,North,Smartwatch,4,1674.14,6696.56,15.22,2024-06-18
CUST1082,Mrs. Marie Harrington DDS,Female,18,East Jamestown,West,Smartwatch,6,632.29,3793.74,29.9,2025-09-03
CUST1083,Cameron Caldwell,Female,52,South Holly,South,Tablet,10,1800.73,18007.3,17.43,2025-12-25
CUST1084,Larry Stuart,Other,19,Port Loriport,West,Camera,7,705.45,4938.15,6.6,2024-07-31
CUST1085,Tanya Johnston,Other,47,Sandersborough,North,Headphones,3,1962.41,5887.23,23.68,2024-07-07
CUST1086,Sandra Sanchez,Female,60,Melissaville,South,Headphones,1,213.7,213.7,7.27,2026-01-17
CUST1087,Dr. Hannah Patterson,Female,34,Caseymouth,East,Tablet,7,688.34,4818.38,30.45,2024-05-18
CUST1088,Samantha Garcia,Female,42,Cynthiamouth,East,Laptop,5,1516.42,7582.1,18.81,2025-11-09
CUST1089,Christopher Boyd,Female,65,Christinaside,South,Camera,9,151.57,1364.13,2.74,2025-12-31
CUST1090,Mr. Nicholas Adams,Male,59,Port Sarah,South,Laptop,1,1520.75,1520.75,24.85,2024-12-11
CUST1091,Dana Marshall,Male,33,Rogersfort,South,Headphones,3,973.44,2920.32,27.98,2026-02-28
CUST1092,John Kelly,Other,67,Matthewview,North,Mobile,6,377.19,2263.14,38.59,2025-07-14
CUST1093,Travis Miller,Female,24,Freemanbury,West,Headphones,10,100.07,1000.7,37.66,2025-10-27
CUST1094,Michael West,Other,30,North Kellyfurt,South,Laptop,2,1204.59,2409.18,27.89,2025-10-28
CUST1095,Matthew Wood,Other,37,Ronaldside,North,Tablet,10,1620.78,16207.8,21.31,2025-01-20
CUST1096,Jesse Parker,Other,60,North Jennifer,East,Laptop,6,184.47,1106.82,33.98,2025-01-09
CUST1097,Joshua Gill,Female,70,East Javier,West,Camera,8,255.8,2046.4,6.12,2025-05-20
CUST1098,Kevin Wolf,Female,29,Tinaborough,West,Headphones,9,1932.67,17394.03,17.42,2024-12-25
CUST1099,Christopher Smith,Male,64,West Brandon,North,Tablet,10,573.37,5733.7,35.27,2024-06-20
CUST1100,Melissa Martinez,Other,33,Garciatown,West,Tablet,8,1161.21,9289.68,1.15,2025-07-28
CUST1101,John Peterson,Female,38,West Shelleyfort,East,Tablet,3,1000.72,3002.16,11.19,2024-08-05
CUST1102,Jennifer Jones,Other,56,East Edwardshire,South,Laptop,5,1133.79,5668.95,9.65,2024-12-30
CUST1103,David Grant,Male,44,Obrienbury,West,Camera,8,1132.59,9060.72,28.47,2026-01-01
CUST1104,Joanna Ramos,Male,46,Torreston,West,Camera,1,231.45,231.45,9.73,2025-08-25
CUST1105,Annette Farmer,Other,60,West Donna,East,Headphones,10,769.59,7695.9,39.87,2024-09-07
CUST1106,Juan Moore,Female,53,Hayesfort,East,Tablet,6,736.03,4416.18,10.06,2024-12-21
CUST1107,Dwayne Campbell,Other,25,Jonesbury,South,Mobile,4,665.32,2661.28,8.66,2026-04-26
CUST1108,Rick Lawrence,Other,48,South Danny,East,Laptop,5,1462.94,7314.7,33.31,2024-10-30
CUST1109,Susan Serrano,Female,36,North Gabrielport,North,Camera,4,753.72,3014.88,21.37,2025-08-14
CUST1110,Laura Roberts,Other,35,South Haleyfurt,East,Camera,1,1949.88,1949.88,37.76,2024-12-06
CUST1111,Katherine Miller,Male,58,South Jessicaview,East,Headphones,8,250.05,2000.4,19.15,2024-05-29
CUST1112,Vernon Huff,Female,39,Port Emilyview,West,Laptop,3,1932.72,5798.16,32.88,2025-07-30
CUST1113,Peter Ruiz,Other,43,Moonburgh,North,Mobile,8,194.46,1555.68,5.97,2025-08-06
CUST1114,Robert Costa,Male,54,Baileymouth,North,Smartwatch,5,216.1,1080.5,30.58,2025-01-13
CUST1115,Shannon Rivera,Male,56,Robertsfurt,West,Headphones,10,1591.94,15919.4,36.34,2026-01-30
CUST1116,Amanda Miller,Female,37,Marcusfurt,North,Smartwatch,10,1980.56,19805.6,38.4,2026-03-11
CUST1117,Virginia Sandoval,Female,24,Gutierrezborough,North,Mobile,4,1269.75,5079.0,9.59,2025-06-15
CUST1118,Peter Garrett,Female,53,East Josephberg,West,Camera,2,355.24,710.48,23.75,2026-04-29
CUST1119,Stanley Washington,Other,36,Lake Chelseabury,East,Camera,1,501.38,501.38,34.38,2025-11-11
CUST1120,Juan Tran,Other,22,East Victoriaville,South,Headphones,4,1851.63,7406.52,4.59,2025-05-02
CUST1121,Maria Moore,Male,32,Williamview,North,Laptop,3,1821.4,5464.2,6.64,2025-03-27
CUST1122,Veronica Sanchez,Other,37,South James,East,Headphones,10,1510.47,15104.7,4.97,2025-08-17
CUST1123,Sherry Shields,Female,62,Kendrachester,West,Headphones,5,1414.48,7072.4,3.22,2025-01-27
CUST1124,Katie Hoover,Other,20,Jessicashire,East,Laptop,7,1482.34,10376.38,3.65,2025-08-02
CUST1125,Mrs. Brittany Ryan MD,Male,61,Gibsonmouth,East,Smartwatch,10,1194.89,11948.9,1.61,2026-03-15
CUST1126,Michael Armstrong,Other,66,Port Kimberly,West,Tablet,3,967.48,2902.44,7.26,2024-06-11
CUST1127,John Mcintyre,Female,55,Hughesberg,North,Headphones,7,1287.83,9014.81,13.92,2025-05-28
CUST1128,Beth Sanford,Male,39,Mollymouth,East,Headphones,6,1356.76,8140.56,27.75,2024-07-25
CUST1129,Joyce Bowen,Other,36,Pittsberg,North,Headphones,7,1636.45,11455.15,3.52,2024-07-06
CUST1130,Wayne Morgan,Female,34,Santosmouth,North,Camera,6,276.05,1656.3,34.77,2026-03-02
CUST1131,Kimberly Finley,Other,47,Brennanton,East,Smartwatch,7,155.7,1089.9,30.26,2025-08-31
CUST1132,Mark Mccall,Male,58,Lake Christopher,East,Smartwatch,8,1531.98,12255.84,5.24,2024-07-24
CUST1133,Michele Garcia,Female,36,Lake Kevin,North,Laptop,8,1767.65,14141.2,38.93,2024-05-31
CUST1134,Robert Carter,Female,56,Ryanbury,North,Smartwatch,4,1434.08,5736.32,16.32,2025-06-25
CUST1135,Michael White,Male,32,North Chelsea,South,Headphones,2,949.82,1899.64,37.31,2025-03-02
CUST1136,Cynthia Durham,Female,36,East Steven,West,Headphones,9,1425.55,12829.95,9.75,2024-11-22
CUST1137,Michael Nolan,Other,53,Santanaside,South,Laptop,3,797.99,2393.97,11.05,2024-09-08
CUST1138,Tony Huerta,Other,68,Daniellechester,East,Laptop,7,712.76,4989.32,11.31,2025-10-27
CUST1139,Ryan Gonzalez,Other,37,Castanedaville,West,Mobile,10,1180.85,11808.5,17.86,2024-11-09
CUST1140,Ian Phillips,Other,48,Andrewfurt,West,Headphones,6,698.26,4189.56,37.31,2024-12-08
CUST1141,Sean Osborne,Male,30,New Julieport,West,Laptop,4,1165.01,4660.04,12.73,2026-01-01
CUST1142,Lisa Gomez,Other,48,New John,South,Headphones,7,802.85,5619.95,38.59,2025-12-16
CUST1143,Mary Massey,Female,26,Lake Debbieport,North,Headphones,9,1932.44,17391.96,3.99,2026-01-11
CUST1144,Kevin Oconnor,Female,47,West Markchester,South,Laptop,1,1458.77,1458.77,18.78,2024-09-22
CUST1145,Richard Walter,Female,34,Alyssaview,North,Tablet,6,1265.36,7592.16,34.09,2026-02-13
CUST1146,Thomas Raymond,Other,52,Juliemouth,West,Smartwatch,7,1910.57,13373.99,1.44,2026-01-23
CUST1147,Victor Taylor,Female,22,Port Erica,South,Camera,4,1280.76,5123.04,3.62,2025-10-14
CUST1148,Tracy Ballard,Other,24,Christopherfurt,East,Laptop,2,915.17,1830.34,1.84,2024-05-19
CUST1149,Caleb Richardson,Female,68,Brendastad,West,Mobile,1,622.07,622.07,9.77,2024-08-01
CUST1150,Kaitlyn Harvey,Male,44,Rosebury,South,Mobile,10,1379.51,13795.1,3.16,2025-09-24
CUST1151,Rodney Blankenship,Female,42,Debraville,South,Mobile,10,1382.11,13821.1,18.45,2024-08-25
CUST1152,Andrew Ferrell,Male,34,North Jimmyside,West,Tablet,8,547.89,4383.12,27.1,2024-08-22
CUST1153,Jacob Avery,Female,28,Matthewsberg,East,Camera,2,911.37,1822.74,38.48,2026-03-27
CUST1154,Brett Burns,Female,62,Crosbyview,South,Headphones,5,940.83,4704.15,34.13,2024-06-03
CUST1155,Claudia Wallace,Female,24,Port Michael,East,Camera,4,793.66,3174.64,11.81,2025-10-23
CUST1156,Steven Newman,Other,60,South Joshuaville,North,Smartwatch,7,585.24,4096.68,29.81,2026-02-26
CUST1157,Anna Lewis,Female,36,North Kristinbury,South,Camera,4,1233.78,4935.12,7.61,2024-08-14
CUST1158,Christine Gallegos,Other,34,New Jason,North,Tablet,3,1275.08,3825.24,31.54,2026-03-15
CUST1159,Raymond Kramer,Male,20,West Micheleberg,North,Tablet,10,761.48,7614.8,13.07,2024-08-17
CUST1160,Rebecca Rodriguez,Other,44,East Alexisbury,East,Smartwatch,3,441.55,1324.65,20.07,2025-08-09
CUST1161,Christopher Williams,Female,35,Foxland,East,Camera,3,551.09,1653.27,34.82,2025-05-13
CUST1162,Ivan Wheeler,Male,69,Gordonton,South,Mobile,2,963.25,1926.5,34.41,2025-11-24
CUST1163,Sharon Boyd,Other,64,Schneidertown,East,Laptop,7,1936.18,13553.26,31.63,2024-06-25
CUST1164,Dr. Jessica Rodriguez DDS,Female,18,Jonesland,East,Camera,5,1096.32,5481.6,29.96,2025-01-14
CUST1165,Ana Hill,Other,34,Oscarhaven,East,Laptop,10,793.0,7930.0,26.99,2024-12-24
CUST1166,Larry Garcia,Other,48,Port Dianaside,East,Smartwatch,1,1258.12,1258.12,8.85,2025-11-19
CUST1167,Jessica Beasley,Female,22,Morganmouth,West,Laptop,8,1823.31,14586.48,5.59,2025-03-14
CUST1168,Brandon Simmons,Male,20,Nicholasberg,North,Mobile,5,1992.06,9960.3,35.49,2025-10-24
CUST1169,Andrea Decker,Other,26,South Colinstad,West,Smartwatch,7,934.61,6542.27,29.69,2026-01-29
CUST1170,Anthony Frye,Female,27,Elizabethchester,West,Tablet,7,1327.1,9289.7,1.31,2025-02-07
CUST1171,Teresa Henderson,Male,41,West Carolinestad,East,Laptop,4,914.6,3658.4,39.24,2024-07-28
CUST1172,Christy Douglas,Other,41,Port Daniel,East,Laptop,9,1808.31,16274.79,15.93,2026-02-24
CUST1173,Ashley Ramirez,Female,30,Port Roy,North,Camera,2,1900.57,3801.14,8.48,2025-07-18
CUST1174,Sabrina Austin,Male,58,New Sarahview,East,Mobile,10,1943.63,19436.3,39.55,2024-05-31
CUST1175,Michael Parker,Other,68,Michaelburgh,South,Smartwatch,10,450.15,4501.5,8.64,2026-03-15
CUST1176,Matthew Jones,Other,32,North Julieborough,North,Tablet,6,1560.02,9360.12,34.34,2025-02-25
CUST1177,Glen Wood,Male,27,Kimberlyshire,North,Camera,3,1103.42,3310.26,34.66,2025-08-15
CUST1178,Anthony Moore,Male,26,Lake Christophermouth,East,Laptop,1,748.57,748.57,6.97,2025-10-05
CUST1179,Lawrence Perry,Other,21,Port William,North,Camera,3,1496.35,4489.05,2.54,2025-02-01
CUST1180,Douglas Gregory,Male,46,Roseport,West,Smartwatch,6,1050.81,6304.86,8.86,2024-06-13
CUST1181,William Brown,Other,57,West Sierra,East,Headphones,1,1468.12,1468.12,25.73,2025-12-26
CUST1182,David Murphy,Female,19,South Julieburgh,West,Camera,1,1997.24,1997.24,4.32,2024-08-17
CUST1183,Michael Mason,Male,63,Charleston,East,Smartwatch,8,193.31,1546.48,5.93,2025-04-12
CUST1184,Thomas Atkins,Other,26,Berrychester,East,Headphones,5,1267.42,6337.1,39.79,2024-12-19
CUST1185,Alex Nguyen,Other,51,Collierstad,West,Laptop,5,934.75,4673.75,31.72,2024-07-16
CUST1186,Brian Graham,Male,25,Warrenfurt,West,Headphones,9,1455.64,13100.76,35.52,2026-03-16
CUST1187,Gerald Cook,Female,44,North William,West,Camera,6,1663.47,9980.82,3.8,2024-08-05
CUST1188,Cheyenne Parsons,Female,45,Jessicaberg,South,Camera,6,1346.96,8081.76,36.92,2024-11-08
CUST1189,David Thompson,Male,22,Port Katherine,West,Laptop,2,1671.96,3343.92,29.78,2024-07-06
CUST1190,Raymond Snyder,Other,41,Maldonadoshire,East,Camera,3,1134.92,3404.76,4.89,2025-09-20
CUST1191,Lori Lin,Other,40,Edwardland,North,Tablet,7,1742.78,12199.46,24.02,2025-05-08
CUST1192,Eric Hill,Male,40,West Williamport,South,Camera,2,1176.94,2353.88,19.29,2025-05-02
CUST1193,Anthony Decker,Female,24,Lake Michelleland,North,Tablet,6,1698.48,10190.88,22.96,2025-08-29
CUST1194,Janice Carpenter,Other,69,South Reginashire,North,Smartwatch,7,1698.05,11886.35,37.16,2025-09-27
CUST1195,Larry Mason,Female,62,South Dalemouth,East,Tablet,5,106.46,532.3,14.04,2025-11-14
CUST1196,Matthew Williams,Female,29,Ritterhaven,North,Mobile,3,1154.33,3462.99,29.64,2025-06-19
CUST1197,Helen Hardin,Male,19,Ortizmouth,West,Headphones,2,1504.92,3009.84,18.15,2025-10-18
CUST1198,Rachel Holland,Female,28,West Codyfurt,North,Laptop,6,657.69,3946.14,6.22,2024-12-15
CUST1199,Samuel Brandt,Male,66,West Christopher,East,Headphones,10,147.04,1470.4,26.48,2025-10-06
CUST1200,Gregory Ponce,Female,49,Andersonland,South,Smartwatch,10,911.99,9119.9,4.55,2025-01-04
CUST1201,Maria Murphy,Other,45,Lake Jacqueline,West,Smartwatch,2,602.33,1204.66,26.69,2025-12-03
CUST1202,Susan Davis DDS,Other,20,Andrewport,North,Laptop,4,820.76,3283.04,8.18,2024-09-26
CUST1203,Gloria Miranda,Female,31,East Zoe,East,Laptop,3,1540.11,4620.33,0.31,2024-09-06
CUST1204,Ryan Garcia,Female,65,Lake Matthewberg,South,Smartwatch,7,392.6,2748.2,22.35,2025-08-15
CUST1205,Christopher Guerra,Other,60,Lake Samuel,North,Headphones,6,190.55,1143.3,0.75,2025-03-24
CUST1206,Nathan Montes,Other,22,Karenmouth,West,Camera,6,1172.73,7036.38,25.61,2024-11-06
CUST1207,Emily Stokes,Female,36,Mckeeborough,South,Smartwatch,2,839.81,1679.62,18.4,2025-02-18
CUST1208,Laura Alexander,Male,62,Kimberlyhaven,South,Headphones,6,221.85,1331.1,23.55,2025-06-22
CUST1209,Christopher Gonzalez,Female,51,Port John,East,Mobile,2,821.75,1643.5,13.32,2025-09-19
CUST1210,Mr. Timothy Dawson,Male,28,West Christopherburgh,South,Tablet,2,1045.44,2090.88,14.04,2024-12-06
CUST1211,Jose Guerra,Male,70,East Lisastad,East,Mobile,3,510.72,1532.16,6.94,2026-05-01
CUST1212,Anthony Shaw,Other,27,South Virginia,West,Headphones,2,395.43,790.86,30.18,2025-02-24
CUST1213,Fernando Garcia,Other,66,Laceyberg,East,Camera,10,925.37,9253.7,12.65,2024-06-07
CUST1214,Ronald Horton,Other,46,Port Janice,East,Tablet,2,964.4,1928.8,23.66,2025-04-22
CUST1215,Susan Smith,Female,40,Port Edward,West,Laptop,9,194.67,1752.03,2.28,2026-05-09
CUST1216,Kelsey Rodriguez,Male,36,Johnville,West,Headphones,2,1307.1,2614.2,23.21,2024-06-15
CUST1217,Mark Dean,Other,68,North Maryfort,South,Tablet,1,926.98,926.98,24.2,2025-08-15
CUST1218,Lynn Andrews,Female,50,West Ruben,North,Tablet,3,1917.56,5752.68,39.3,2025-08-29
CUST1219,Kenneth Lopez,Male,23,New Theresaland,South,Camera,9,1309.95,11789.55,17.51,2025-06-21
CUST1220,Rachel Romero,Male,46,South Morganton,East,Tablet,9,1069.36,9624.24,36.72,2025-09-14
CUST1221,James Burgess,Other,42,Kristinastad,North,Camera,7,1560.21,10921.47,25.89,2024-11-12
CUST1222,Lori Ingram,Other,22,Dennisstad,West,Tablet,6,234.29,1405.74,10.08,2025-07-07
CUST1223,Marvin Greer,Female,60,Pollardfort,North,Smartwatch,10,1752.9,17529.0,26.54,2025-09-11
CUST1224,Chad Baldwin,Other,40,Johnsonborough,West,Mobile,5,1937.01,9685.05,23.8,2024-06-12
CUST1225,Stacey Stewart,Other,23,Zacharyside,East,Mobile,5,1139.9,5699.5,26.8,2025-05-11
CUST1226,Paul Lee,Other,65,Michelleton,West,Smartwatch,9,232.23,2090.07,14.47,2026-03-12
CUST1227,Denise Lloyd,Male,41,Prestonmouth,East,Headphones,5,401.51,2007.55,7.68,2026-04-03
CUST1228,Gina Lopez,Male,26,Richardsonhaven,North,Camera,3,200.47,601.41,13.47,2024-12-02
CUST1229,Monica Miller,Female,67,New Kelly,South,Mobile,10,305.55,3055.5,7.23,2024-07-27
CUST1230,Matthew Parker,Male,62,Jacksonmouth,West,Laptop,10,1627.64,16276.4,16.43,2025-02-06
CUST1231,Nicholas Buck,Other,61,Hillton,East,Camera,4,1940.7,7762.8,31.35,2024-07-06
CUST1232,Jennifer Palmer,Female,32,North Douglas,South,Tablet,9,516.38,4647.42,27.13,2025-08-23
CUST1233,Jessica Martinez,Female,54,Port Deanna,West,Smartwatch,8,950.28,7602.24,21.1,2025-02-14
CUST1234,Keith Jacobs,Male,28,Rushstad,East,Laptop,4,1612.46,6449.84,25.65,2025-04-18
CUST1235,Laura Moreno,Other,41,Edwardsview,North,Tablet,9,1871.87,16846.83,3.36,2024-11-18
CUST1236,Allison Lopez,Other,28,Mcintyreville,South,Headphones,5,926.17,4630.85,3.67,2024-11-28
CUST1237,Michele Lewis,Male,32,Heatherfort,West,Laptop,8,1775.03,14200.24,15.86,2024-10-11
CUST1238,Samuel Hayes,Male,41,Osbornmouth,East,Mobile,4,803.02,3212.08,1.13,2025-10-09
CUST1239,Austin Daniels,Male,24,Melissaburgh,North,Tablet,6,1593.19,9559.14,36.7,2026-01-15
CUST1240,Danny Galloway,Female,48,East Kristy,West,Smartwatch,3,1529.74,4589.22,0.21,2024-05-29
CUST1241,Kenneth Mcdonald,Male,23,New Nicole,West,Laptop,1,549.05,549.05,31.05,2024-06-29
CUST1242,Zachary Higgins,Male,33,Hammondshire,West,Camera,5,287.6,1438.0,31.76,2024-07-05
CUST1243,Evan Jones,Female,47,Frazierstad,North,Camera,2,266.17,532.34,20.62,2024-08-16
CUST1244,Penny Bowman,Male,33,Port Tammy,East,Mobile,3,617.98,1853.94,22.83,2025-04-10
CUST1245,Sheena Guerra,Female,29,West Fred,North,Smartwatch,2,1070.79,2141.58,21.76,2025-01-14
CUST1246,Courtney Meza,Female,68,Meghanview,West,Laptop,9,1130.6,10175.4,25.43,2024-10-08
